         Time        Latgd         Long        Altkm
      208.700     66.35610   -147.33576      285.220
      208.800     66.35674   -147.33568      285.287
      208.900     66.35737   -147.33559      285.353
      209.000     66.35801   -147.33550      285.419
      209.100     66.35864   -147.33542      285.486
      209.200     66.35927   -147.33533      285.552
      209.300     66.35991   -147.33524      285.618
      209.400     66.36054   -147.33516      285.684
      209.500     66.36117   -147.33507      285.750
      209.600     66.36181   -147.33498      285.816
      209.700     66.36244   -147.33490      285.881
      209.800     66.36307   -147.33481      285.947
      209.900     66.36371   -147.33473      286.013
      210.000     66.36434   -147.33464      286.078
      210.100     66.36497   -147.33455      286.143
      210.200     66.36561   -147.33447      286.209
      210.300     66.36624   -147.33438      286.274
      210.400     66.36687   -147.33429      286.339
      210.500     66.36751   -147.33421      286.404
      210.600     66.36814   -147.33412      286.469
      210.700     66.36877   -147.33403      286.534
      210.800     66.36941   -147.33395      286.599
      210.900     66.37004   -147.33386      286.663
      211.000     66.37067   -147.33377      286.728
      211.100     66.37131   -147.33369      286.792
      211.200     66.37194   -147.33360      286.857
      211.300     66.37257   -147.33351      286.921
      211.400     66.37321   -147.33343      286.985
      211.500     66.37384   -147.33334      287.049
      211.600     66.37447   -147.33325      287.113
      211.700     66.37511   -147.33317      287.177
      211.800     66.37574   -147.33308      287.241
      211.900     66.37637   -147.33299      287.305
      212.000     66.37700   -147.33290      287.369
      212.100     66.37764   -147.33282      287.432
      212.200     66.37827   -147.33273      287.496
      212.300     66.37890   -147.33264      287.559
      212.400     66.37954   -147.33256      287.623
      212.500     66.38017   -147.33247      287.686
      212.600     66.38080   -147.33238      287.749
      212.700     66.38144   -147.33230      287.812
      212.800     66.38207   -147.33221      287.875
      212.900     66.38270   -147.33212      287.938
      213.000     66.38334   -147.33204      288.001
      213.100     66.38397   -147.33195      288.063
      213.200     66.38460   -147.33186      288.126
      213.300     66.38523   -147.33177      288.188
      213.400     66.38587   -147.33169      288.251
      213.500     66.38650   -147.33160      288.313
      213.600     66.38713   -147.33151      288.376
      213.700     66.38777   -147.33143      288.438
      213.800     66.38840   -147.33134      288.500
      213.900     66.38903   -147.33125      288.562
      214.000     66.38966   -147.33116      288.624
      214.100     66.39030   -147.33108      288.685
      214.200     66.39093   -147.33099      288.747
      214.300     66.39156   -147.33090      288.809
      214.400     66.39220   -147.33081      288.870
      214.500     66.39283   -147.33073      288.932
      214.600     66.39346   -147.33064      288.993
      214.700     66.39409   -147.33055      289.055
      214.800     66.39473   -147.33047      289.116
      214.900     66.39536   -147.33038      289.177
      215.000     66.39599   -147.33029      289.238
      215.100     66.39663   -147.33020      289.299
      215.200     66.39726   -147.33012      289.360
      215.300     66.39789   -147.33003      289.420
      215.400     66.39852   -147.32994      289.481
      215.500     66.39916   -147.32985      289.542
      215.600     66.39979   -147.32977      289.602
      215.700     66.40042   -147.32968      289.662
      215.800     66.40105   -147.32959      289.723
      215.900     66.40169   -147.32950      289.783
      216.000     66.40232   -147.32942      289.843
      216.100     66.40295   -147.32933      289.903
      216.200     66.40358   -147.32924      289.963
      216.300     66.40422   -147.32915      290.023
      216.400     66.40485   -147.32907      290.083
      216.500     66.40548   -147.32898      290.142
      216.600     66.40611   -147.32889      290.202
      216.700     66.40675   -147.32880      290.261
      216.800     66.40738   -147.32872      290.321
      216.900     66.40801   -147.32863      290.380
      217.000     66.40864   -147.32854      290.439
      217.100     66.40928   -147.32845      290.499
      217.200     66.40991   -147.32837      290.558
      217.300     66.41054   -147.32828      290.617
      217.400     66.41117   -147.32819      290.675
      217.500     66.41181   -147.32810      290.734
      217.600     66.41244   -147.32801      290.793
      217.700     66.41307   -147.32793      290.852
      217.800     66.41370   -147.32784      290.910
      217.900     66.41434   -147.32775      290.968
      218.000     66.41497   -147.32766      291.027
      218.100     66.41560   -147.32758      291.085
      218.200     66.41623   -147.32749      291.143
      218.300     66.41687   -147.32740      291.201
      218.400     66.41750   -147.32731      291.259
      218.500     66.41813   -147.32722      291.317
      218.600     66.41876   -147.32714      291.375
      218.700     66.41940   -147.32705      291.433
      218.800     66.42003   -147.32696      291.490
      218.900     66.42066   -147.32687      291.548
      219.000     66.42129   -147.32678      291.605
      219.100     66.42192   -147.32670      291.663
      219.200     66.42256   -147.32661      291.720
      219.300     66.42319   -147.32652      291.777
      219.400     66.42382   -147.32643      291.834
      219.500     66.42445   -147.32634      291.891
      219.600     66.42509   -147.32626      291.948
      219.700     66.42572   -147.32617      292.005
      219.800     66.42635   -147.32608      292.062
      219.900     66.42698   -147.32599      292.118
      220.000     66.42761   -147.32590      292.175
      220.100     66.42825   -147.32581      292.231
      220.200     66.42888   -147.32573      292.288
      220.300     66.42951   -147.32564      292.344
      220.400     66.43014   -147.32555      292.400
      220.500     66.43077   -147.32546      292.456
      220.600     66.43141   -147.32537      292.512
      220.700     66.43204   -147.32528      292.568
      220.800     66.43267   -147.32520      292.624
      220.900     66.43330   -147.32511      292.680
      221.000     66.43394   -147.32502      292.736
      221.100     66.43457   -147.32493      292.791
      221.200     66.43520   -147.32484      292.847
      221.300     66.43583   -147.32475      292.902
      221.400     66.43646   -147.32467      292.958
      221.500     66.43710   -147.32458      293.013
      221.600     66.43773   -147.32449      293.068
      221.700     66.43836   -147.32440      293.123
      221.800     66.43899   -147.32431      293.178
      221.900     66.43962   -147.32422      293.233
      222.000     66.44025   -147.32414      293.288
      222.100     66.44089   -147.32405      293.342
      222.200     66.44152   -147.32396      293.397
      222.300     66.44215   -147.32387      293.451
      222.400     66.44278   -147.32378      293.506
      222.500     66.44341   -147.32369      293.560
      222.600     66.44405   -147.32360      293.614
      222.700     66.44468   -147.32352      293.669
      222.800     66.44531   -147.32343      293.723
      222.900     66.44594   -147.32334      293.777
      223.000     66.44657   -147.32325      293.830
      223.100     66.44721   -147.32316      293.884
      223.200     66.44784   -147.32307      293.938
      223.300     66.44847   -147.32298      293.992
      223.400     66.44910   -147.32289      294.045
      223.500     66.44973   -147.32281      294.099
      223.600     66.45036   -147.32272      294.152
      223.700     66.45100   -147.32263      294.205
      223.800     66.45163   -147.32254      294.258
      223.900     66.45226   -147.32245      294.312
      224.000     66.45289   -147.32236      294.365
      224.100     66.45352   -147.32227      294.417
      224.200     66.45415   -147.32218      294.470
      224.300     66.45479   -147.32209      294.523
      224.400     66.45542   -147.32201      294.576
      224.500     66.45605   -147.32192      294.628
      224.600     66.45668   -147.32183      294.681
      224.700     66.45731   -147.32174      294.733
      224.800     66.45794   -147.32165      294.785
      224.900     66.45858   -147.32156      294.838
      225.000     66.45921   -147.32147      294.890
      225.100     66.45984   -147.32138      294.942
      225.200     66.46047   -147.32129      294.994
      225.300     66.46110   -147.32120      295.046
      225.400     66.46173   -147.32112      295.097
      225.500     66.46237   -147.32103      295.149
      225.600     66.46300   -147.32094      295.201
      225.700     66.46363   -147.32085      295.252
      225.800     66.46426   -147.32076      295.303
      225.900     66.46489   -147.32067      295.355
      226.000     66.46552   -147.32058      295.406
      226.100     66.46615   -147.32049      295.457
      226.200     66.46679   -147.32040      295.508
      226.300     66.46742   -147.32031      295.559
      226.400     66.46805   -147.32022      295.610
      226.500     66.46868   -147.32013      295.661
      226.600     66.46931   -147.32004      295.711
      226.700     66.46994   -147.31996      295.762
      226.800     66.47057   -147.31987      295.813
      226.900     66.47121   -147.31978      295.863
      227.000     66.47184   -147.31969      295.913
      227.100     66.47247   -147.31960      295.964
      227.200     66.47310   -147.31951      296.014
      227.300     66.47373   -147.31942      296.064
      227.400     66.47436   -147.31933      296.114
      227.500     66.47499   -147.31924      296.164
      227.600     66.47563   -147.31915      296.214
      227.700     66.47626   -147.31906      296.263
      227.800     66.47689   -147.31897      296.313
      227.900     66.47752   -147.31888      296.362
      228.000     66.47815   -147.31879      296.412
      228.100     66.47878   -147.31870      296.461
      228.200     66.47941   -147.31861      296.510
      228.300     66.48004   -147.31852      296.560
      228.400     66.48068   -147.31843      296.609
      228.500     66.48131   -147.31834      296.658
      228.600     66.48194   -147.31825      296.707
      228.700     66.48257   -147.31816      296.756
      228.800     66.48320   -147.31807      296.804
      228.900     66.48383   -147.31798      296.853
      229.000     66.48446   -147.31790      296.901
      229.100     66.48509   -147.31781      296.950
      229.200     66.48573   -147.31772      296.998
      229.300     66.48636   -147.31763      297.047
      229.400     66.48699   -147.31754      297.095
      229.500     66.48762   -147.31745      297.143
      229.600     66.48825   -147.31736      297.191
      229.700     66.48888   -147.31727      297.239
      229.800     66.48951   -147.31718      297.287
      229.900     66.49014   -147.31709      297.335
      230.000     66.49077   -147.31700      297.382
      230.100     66.49141   -147.31691      297.430
      230.200     66.49204   -147.31682      297.477
      230.300     66.49267   -147.31673      297.525
      230.400     66.49330   -147.31664      297.572
      230.500     66.49393   -147.31655      297.619
      230.600     66.49456   -147.31646      297.666
      230.700     66.49519   -147.31637      297.713
      230.800     66.49582   -147.31628      297.760
      230.900     66.49645   -147.31619      297.807
      231.000     66.49709   -147.31610      297.854
      231.100     66.49772   -147.31601      297.901
      231.200     66.49835   -147.31592      297.947
      231.300     66.49898   -147.31583      297.994
      231.400     66.49961   -147.31574      298.040
      231.500     66.50024   -147.31564      298.087
      231.600     66.50087   -147.31555      298.133
      231.700     66.50150   -147.31546      298.179
      231.800     66.50213   -147.31537      298.225
      231.900     66.50276   -147.31528      298.271
      232.000     66.50339   -147.31519      298.317
      232.100     66.50403   -147.31510      298.363
      232.200     66.50466   -147.31501      298.409
      232.300     66.50529   -147.31492      298.454
      232.400     66.50592   -147.31483      298.500
      232.500     66.50655   -147.31474      298.545
      232.600     66.50718   -147.31465      298.591
      232.700     66.50781   -147.31456      298.636
      232.800     66.50844   -147.31447      298.681
      232.900     66.50907   -147.31438      298.726
      233.000     66.50970   -147.31429      298.771
      233.100     66.51033   -147.31420      298.816
      233.200     66.51096   -147.31411      298.861
      233.300     66.51160   -147.31402      298.906
      233.400     66.51223   -147.31393      298.950
      233.500     66.51286   -147.31384      298.995
      233.600     66.51349   -147.31375      299.039
      233.700     66.51412   -147.31366      299.084
      233.800     66.51475   -147.31356      299.128
      233.900     66.51538   -147.31347      299.172
      234.000     66.51601   -147.31338      299.216
      234.100     66.51664   -147.31329      299.260
      234.200     66.51727   -147.31320      299.304
      234.300     66.51790   -147.31311      299.348
      234.400     66.51853   -147.31302      299.392
      234.500     66.51916   -147.31293      299.436
      234.600     66.51979   -147.31284      299.479
      234.700     66.52043   -147.31275      299.523
      234.800     66.52106   -147.31266      299.566
      234.900     66.52169   -147.31257      299.609
      235.000     66.52232   -147.31247      299.653
      235.100     66.52295   -147.31238      299.696
      235.200     66.52358   -147.31229      299.739
      235.300     66.52421   -147.31220      299.782
      235.400     66.52484   -147.31211      299.825
      235.500     66.52547   -147.31202      299.867
      235.600     66.52610   -147.31193      299.910
      235.700     66.52673   -147.31184      299.953
      235.800     66.52736   -147.31175      299.995
      235.900     66.52799   -147.31166      300.038
      236.000     66.52862   -147.31156      300.080
      236.100     66.52925   -147.31147      300.122
      236.200     66.52988   -147.31138      300.164
      236.300     66.53051   -147.31129      300.207
      236.400     66.53115   -147.31120      300.249
      236.500     66.53178   -147.31111      300.290
      236.600     66.53241   -147.31102      300.332
      236.700     66.53304   -147.31093      300.374
      236.800     66.53367   -147.31084      300.416
      236.900     66.53430   -147.31074      300.457
      237.000     66.53493   -147.31065      300.499
      237.100     66.53556   -147.31056      300.540
      237.200     66.53619   -147.31047      300.581
      237.300     66.53682   -147.31038      300.622
      237.400     66.53745   -147.31029      300.664
      237.500     66.53808   -147.31020      300.705
      237.600     66.53871   -147.31010      300.745
      237.700     66.53934   -147.31001      300.786
      237.800     66.53997   -147.30992      300.827
      237.900     66.54060   -147.30983      300.868
      238.000     66.54123   -147.30974      300.908
      238.100     66.54186   -147.30965      300.949
      238.200     66.54249   -147.30956      300.989
      238.300     66.54312   -147.30946      301.029
      238.400     66.54375   -147.30937      301.070
      238.500     66.54438   -147.30928      301.110
      238.600     66.54501   -147.30919      301.150
      238.700     66.54564   -147.30910      301.190
      238.800     66.54627   -147.30901      301.230
      238.900     66.54691   -147.30891      301.269
      239.000     66.54754   -147.30882      301.309
      239.100     66.54817   -147.30873      301.349
      239.200     66.54880   -147.30864      301.388
      239.300     66.54943   -147.30855      301.428
      239.400     66.55006   -147.30846      301.467
      239.500     66.55069   -147.30836      301.506
      239.600     66.55132   -147.30827      301.545
      239.700     66.55195   -147.30818      301.584
      239.800     66.55258   -147.30809      301.623
      239.900     66.55321   -147.30800      301.662
      240.000     66.55384   -147.30791      301.701
      240.100     66.55447   -147.30781      301.740
      240.200     66.55510   -147.30772      301.778
      240.300     66.55573   -147.30763      301.817
      240.400     66.55636   -147.30754      301.855
      240.500     66.55699   -147.30745      301.894
      240.600     66.55762   -147.30735      301.932
      240.700     66.55825   -147.30726      301.970
      240.800     66.55888   -147.30717      302.008
      240.900     66.55951   -147.30708      302.046
      241.000     66.56014   -147.30699      302.084
      241.100     66.56077   -147.30689      302.122
      241.200     66.56140   -147.30680      302.160
      241.300     66.56203   -147.30671      302.197
      241.400     66.56266   -147.30662      302.235
      241.500     66.56329   -147.30653      302.272
      241.600     66.56392   -147.30643      302.310
      241.700     66.56455   -147.30634      302.347
      241.800     66.56518   -147.30625      302.384
      241.900     66.56581   -147.30616      302.421
      242.000     66.56644   -147.30606      302.458
      242.100     66.56707   -147.30597      302.495
      242.200     66.56770   -147.30588      302.532
      242.300     66.56833   -147.30579      302.569
      242.400     66.56896   -147.30569      302.606
      242.500     66.56959   -147.30560      302.642
      242.600     66.57022   -147.30551      302.679
      242.700     66.57085   -147.30542      302.715
      242.800     66.57148   -147.30532      302.751
      242.900     66.57211   -147.30523      302.788
      243.000     66.57274   -147.30514      302.824
      243.100     66.57337   -147.30505      302.860
      243.200     66.57400   -147.30496      302.896
      243.300     66.57463   -147.30486      302.932
      243.400     66.57526   -147.30477      302.967
      243.500     66.57589   -147.30468      303.003
      243.600     66.57652   -147.30458      303.039
      243.700     66.57715   -147.30449      303.074
      243.800     66.57778   -147.30440      303.110
      243.900     66.57841   -147.30431      303.145
      244.000     66.57904   -147.30421      303.180
      244.100     66.57967   -147.30412      303.215
      244.200     66.58030   -147.30403      303.250
      244.300     66.58093   -147.30394      303.285
      244.400     66.58156   -147.30384      303.320
      244.500     66.58219   -147.30375      303.355
      244.600     66.58282   -147.30366      303.390
      244.700     66.58345   -147.30356      303.424
      244.800     66.58408   -147.30347      303.459
      244.900     66.58471   -147.30338      303.493
      245.000     66.58534   -147.30329      303.528
      245.100     66.58597   -147.30319      303.562
      245.200     66.58660   -147.30310      303.596
      245.300     66.58723   -147.30301      303.630
      245.400     66.58786   -147.30291      303.664
      245.500     66.58849   -147.30282      303.698
      245.600     66.58912   -147.30273      303.732
      245.700     66.58975   -147.30264      303.766
      245.800     66.59038   -147.30254      303.799
      245.900     66.59101   -147.30245      303.833
      246.000     66.59164   -147.30236      303.866
      246.100     66.59227   -147.30226      303.900
      246.200     66.59290   -147.30217      303.933
      246.300     66.59353   -147.30208      303.966
      246.400     66.59415   -147.30198      303.999
      246.500     66.59478   -147.30189      304.033
      246.600     66.59541   -147.30180      304.065
      246.700     66.59604   -147.30170      304.098
      246.800     66.59667   -147.30161      304.131
      246.900     66.59730   -147.30152      304.164
      247.000     66.59793   -147.30142      304.196
      247.100     66.59856   -147.30133      304.229
      247.200     66.59919   -147.30124      304.261
      247.300     66.59982   -147.30114      304.294
      247.400     66.60045   -147.30105      304.326
      247.500     66.60108   -147.30096      304.358
      247.600     66.60171   -147.30086      304.390
      247.700     66.60234   -147.30077      304.422
      247.800     66.60297   -147.30068      304.454
      247.900     66.60360   -147.30058      304.486
      248.000     66.60423   -147.30049      304.517
      248.100     66.60486   -147.30040      304.549
      248.200     66.60549   -147.30030      304.580
      248.300     66.60612   -147.30021      304.612
      248.400     66.60675   -147.30012      304.643
      248.500     66.60738   -147.30002      304.675
      248.600     66.60801   -147.29993      304.706
      248.700     66.60864   -147.29983      304.737
      248.800     66.60927   -147.29974      304.768
      248.900     66.60990   -147.29965      304.799
      249.000     66.61053   -147.29955      304.829
      249.100     66.61115   -147.29946      304.860
      249.200     66.61178   -147.29937      304.891
      249.300     66.61241   -147.29927      304.921
      249.400     66.61304   -147.29918      304.952
      249.500     66.61367   -147.29908      304.982
      249.600     66.61430   -147.29899      305.013
      249.700     66.61493   -147.29890      305.043
      249.800     66.61556   -147.29880      305.073
      249.900     66.61619   -147.29871      305.103
      250.000     66.61682   -147.29862      305.133
      250.100     66.61745   -147.29852      305.163
      250.200     66.61808   -147.29843      305.192
      250.300     66.61871   -147.29833      305.222
      250.400     66.61934   -147.29824      305.252
      250.500     66.61997   -147.29815      305.281
      250.600     66.62060   -147.29805      305.310
      250.700     66.62123   -147.29796      305.340
      250.800     66.62186   -147.29786      305.369
      250.900     66.62249   -147.29777      305.398
      251.000     66.62311   -147.29767      305.427
      251.100     66.62374   -147.29758      305.456
      251.200     66.62437   -147.29749      305.485
      251.300     66.62500   -147.29739      305.514
      251.400     66.62563   -147.29730      305.542
      251.500     66.62626   -147.29720      305.571
      251.600     66.62689   -147.29711      305.600
      251.700     66.62752   -147.29702      305.628
      251.800     66.62815   -147.29692      305.656
      251.900     66.62878   -147.29683      305.685
      252.000     66.62941   -147.29673      305.713
      252.100     66.63004   -147.29664      305.741
      252.200     66.63067   -147.29654      305.769
      252.300     66.63130   -147.29645      305.797
      252.400     66.63193   -147.29635      305.824
      252.500     66.63256   -147.29626      305.852
      252.600     66.63318   -147.29617      305.880
      252.700     66.63381   -147.29607      305.907
      252.800     66.63444   -147.29598      305.935
      252.900     66.63507   -147.29588      305.962
      253.000     66.63570   -147.29579      305.989
      253.100     66.63633   -147.29569      306.017
      253.200     66.63696   -147.29560      306.044
      253.300     66.63759   -147.29550      306.071
      253.400     66.63822   -147.29541      306.098
      253.500     66.63885   -147.29531      306.124
      253.600     66.63948   -147.29522      306.151
      253.700     66.64011   -147.29512      306.178
      253.800     66.64074   -147.29503      306.204
      253.900     66.64137   -147.29493      306.231
      254.000     66.64199   -147.29484      306.257
      254.100     66.64262   -147.29475      306.284
      254.200     66.64325   -147.29465      306.310
      254.300     66.64388   -147.29456      306.336
      254.400     66.64451   -147.29446      306.362
      254.500     66.64514   -147.29437      306.388
      254.600     66.64577   -147.29427      306.414
      254.700     66.64640   -147.29418      306.439
      254.800     66.64703   -147.29408      306.465
      254.900     66.64766   -147.29399      306.491
      255.000     66.64829   -147.29389      306.516
      255.100     66.64892   -147.29380      306.542
      255.200     66.64955   -147.29370      306.567
      255.300     66.65017   -147.29361      306.592
      255.400     66.65080   -147.29351      306.617
      255.500     66.65143   -147.29342      306.642
      255.600     66.65206   -147.29332      306.667
      255.700     66.65269   -147.29322      306.692
      255.800     66.65332   -147.29313      306.717
      255.900     66.65395   -147.29303      306.742
      256.000     66.65458   -147.29294      306.766
      256.100     66.65521   -147.29284      306.791
      256.200     66.65584   -147.29275      306.815
      256.300     66.65647   -147.29265      306.840
      256.400     66.65709   -147.29256      306.864
      256.500     66.65772   -147.29246      306.888
      256.600     66.65835   -147.29237      306.912
      256.700     66.65898   -147.29227      306.936
      256.800     66.65961   -147.29218      306.960
      256.900     66.66024   -147.29208      306.984
      257.000     66.66087   -147.29199      307.008
      257.100     66.66150   -147.29189      307.031
      257.200     66.66213   -147.29179      307.055
      257.300     66.66276   -147.29170      307.078
      257.400     66.66339   -147.29160      307.102
      257.500     66.66401   -147.29151      307.125
      257.600     66.66464   -147.29141      307.148
      257.700     66.66527   -147.29132      307.171
      257.800     66.66590   -147.29122      307.194
      257.900     66.66653   -147.29113      307.217
      258.000     66.66716   -147.29103      307.240
      258.100     66.66779   -147.29093      307.263
      258.200     66.66842   -147.29084      307.285
      258.300     66.66905   -147.29074      307.308
      258.400     66.66968   -147.29065      307.330
      258.500     66.67030   -147.29055      307.353
      258.600     66.67093   -147.29045      307.375
      258.700     66.67156   -147.29036      307.397
      258.800     66.67219   -147.29026      307.419
      258.900     66.67282   -147.29017      307.442
      259.000     66.67345   -147.29007      307.463
      259.100     66.67408   -147.28998      307.485
      259.200     66.67471   -147.28988      307.507
      259.300     66.67534   -147.28978      307.529
      259.400     66.67597   -147.28969      307.550
      259.500     66.67659   -147.28959      307.572
      259.600     66.67722   -147.28950      307.593
      259.700     66.67785   -147.28940      307.615
      259.800     66.67848   -147.28930      307.636
      259.900     66.67911   -147.28921      307.657
      260.000     66.67974   -147.28911      307.678
      260.100     66.68037   -147.28901      307.699
      260.200     66.68100   -147.28892      307.720
      260.300     66.68163   -147.28882      307.741
      260.400     66.68226   -147.28873      307.762
      260.500     66.68288   -147.28863      307.782
      260.600     66.68351   -147.28853      307.803
      260.700     66.68414   -147.28844      307.823
      260.800     66.68477   -147.28834      307.844
      260.900     66.68540   -147.28824      307.864
      261.000     66.68603   -147.28815      307.884
      261.100     66.68666   -147.28805      307.904
      261.200     66.68729   -147.28796      307.924
      261.300     66.68791   -147.28786      307.944
      261.400     66.68854   -147.28776      307.964
      261.500     66.68917   -147.28767      307.984
      261.600     66.68980   -147.28757      308.003
      261.700     66.69043   -147.28747      308.023
      261.800     66.69106   -147.28738      308.042
      261.900     66.69169   -147.28728      308.062
      262.000     66.69232   -147.28718      308.081
      262.100     66.69295   -147.28709      308.100
      262.200     66.69357   -147.28699      308.119
      262.300     66.69420   -147.28689      308.138
      262.400     66.69483   -147.28680      308.157
      262.500     66.69546   -147.28670      308.176
      262.600     66.69609   -147.28660      308.195
      262.700     66.69672   -147.28651      308.214
      262.800     66.69735   -147.28641      308.232
      262.900     66.69798   -147.28631      308.251
      263.000     66.69861   -147.28622      308.269
      263.100     66.69923   -147.28612      308.287
      263.200     66.69986   -147.28602      308.306
      263.300     66.70049   -147.28592      308.324
      263.400     66.70112   -147.28583      308.342
      263.500     66.70175   -147.28573      308.360
      263.600     66.70238   -147.28563      308.378
      263.700     66.70301   -147.28554      308.395
      263.800     66.70364   -147.28544      308.413
      263.900     66.70426   -147.28534      308.431
      264.000     66.70489   -147.28525      308.448
      264.100     66.70552   -147.28515      308.466
      264.200     66.70615   -147.28505      308.483
      264.300     66.70678   -147.28495      308.500
      264.400     66.70741   -147.28486      308.518
      264.500     66.70804   -147.28476      308.535
      264.600     66.70867   -147.28466      308.552
      264.700     66.70929   -147.28457      308.569
      264.800     66.70992   -147.28447      308.585
      264.900     66.71055   -147.28437      308.602
      265.000     66.71118   -147.28427      308.619
      265.100     66.71181   -147.28418      308.635
      265.200     66.71244   -147.28408      308.652
      265.300     66.71307   -147.28398      308.668
      265.400     66.71369   -147.28388      308.684
      265.500     66.71432   -147.28379      308.701
      265.600     66.71495   -147.28369      308.717
      265.700     66.71558   -147.28359      308.733
      265.800     66.71621   -147.28349      308.749
      265.900     66.71684   -147.28340      308.764
      266.000     66.71747   -147.28330      308.780
      266.100     66.71810   -147.28320      308.796
      266.200     66.71872   -147.28310      308.811
      266.300     66.71935   -147.28301      308.827
      266.400     66.71998   -147.28291      308.842
      266.500     66.72061   -147.28281      308.858
      266.600     66.72124   -147.28271      308.873
      266.700     66.72187   -147.28262      308.888
      266.800     66.72250   -147.28252      308.903
      266.900     66.72312   -147.28242      308.918
      267.000     66.72375   -147.28232      308.933
      267.100     66.72438   -147.28222      308.948
      267.200     66.72501   -147.28213      308.962
      267.300     66.72564   -147.28203      308.977
      267.400     66.72627   -147.28193      308.992
      267.500     66.72690   -147.28183      309.006
      267.600     66.72753   -147.28174      309.020
      267.700     66.72815   -147.28164      309.035
      267.800     66.72878   -147.28154      309.049
      267.900     66.72941   -147.28144      309.063
      268.000     66.73004   -147.28134      309.077
      268.100     66.73067   -147.28124      309.091
      268.200     66.73130   -147.28115      309.104
      268.300     66.73193   -147.28105      309.118
      268.400     66.73255   -147.28095      309.132
      268.500     66.73318   -147.28085      309.145
      268.600     66.73381   -147.28075      309.159
      268.700     66.73444   -147.28066      309.172
      268.800     66.73507   -147.28056      309.185
      268.900     66.73570   -147.28046      309.199
      269.000     66.73633   -147.28036      309.212
      269.100     66.73695   -147.28026      309.225
      269.200     66.73758   -147.28016      309.238
      269.300     66.73821   -147.28007      309.251
      269.400     66.73884   -147.27997      309.263
      269.500     66.73947   -147.27987      309.276
      269.600     66.74010   -147.27977      309.289
      269.700     66.74073   -147.27967      309.301
      269.800     66.74135   -147.27957      309.313
      269.900     66.74198   -147.27948      309.326
      270.000     66.74261   -147.27938      309.338
      270.100     66.74324   -147.27928      309.350
      270.200     66.74387   -147.27918      309.362
      270.300     66.74450   -147.27908      309.374
      270.400     66.74513   -147.27898      309.386
      270.500     66.74575   -147.27888      309.398
      270.600     66.74638   -147.27879      309.409
      270.700     66.74701   -147.27869      309.421
      270.800     66.74764   -147.27859      309.432
      270.900     66.74827   -147.27849      309.444
      271.000     66.74890   -147.27839      309.455
      271.100     66.74952   -147.27829      309.466
      271.200     66.75015   -147.27819      309.478
      271.300     66.75078   -147.27809      309.489
      271.400     66.75141   -147.27800      309.500
      271.500     66.75204   -147.27790      309.511
      271.600     66.75267   -147.27780      309.521
      271.700     66.75330   -147.27770      309.532
      271.800     66.75392   -147.27760      309.543
      271.900     66.75455   -147.27750      309.553
      272.000     66.75518   -147.27740      309.564
      272.100     66.75581   -147.27730      309.574
      272.200     66.75644   -147.27720      309.584
      272.300     66.75707   -147.27710      309.594
      272.400     66.75770   -147.27701      309.605
      272.500     66.75832   -147.27691      309.615
      272.600     66.75895   -147.27681      309.624
      272.700     66.75958   -147.27671      309.634
      272.800     66.76021   -147.27661      309.644
      272.900     66.76084   -147.27651      309.654
      273.000     66.76147   -147.27641      309.663
      273.100     66.76209   -147.27631      309.673
      273.200     66.76272   -147.27621      309.682
      273.300     66.76335   -147.27611      309.691
      273.400     66.76398   -147.27601      309.701
      273.500     66.76461   -147.27591      309.710
      273.600     66.76524   -147.27581      309.719
      273.700     66.76586   -147.27571      309.728
      273.800     66.76649   -147.27562      309.737
      273.900     66.76712   -147.27552      309.745
      274.000     66.76775   -147.27542      309.754
      274.100     66.76838   -147.27532      309.763
      274.200     66.76901   -147.27522      309.771
      274.300     66.76964   -147.27512      309.779
      274.400     66.77026   -147.27502      309.788
      274.500     66.77089   -147.27492      309.796
      274.600     66.77152   -147.27482      309.804
      274.700     66.77215   -147.27472      309.812
      274.800     66.77278   -147.27462      309.820
      274.900     66.77341   -147.27452      309.828
      275.000     66.77403   -147.27442      309.836
      275.100     66.77466   -147.27432      309.844
      275.200     66.77529   -147.27422      309.851
      275.300     66.77592   -147.27412      309.859
      275.400     66.77655   -147.27402      309.866
      275.500     66.77718   -147.27392      309.873
      275.600     66.77780   -147.27382      309.881
      275.700     66.77843   -147.27372      309.888
      275.800     66.77906   -147.27362      309.895
      275.900     66.77969   -147.27352      309.902
      276.000     66.78032   -147.27342      309.909
      276.100     66.78095   -147.27332      309.916
      276.200     66.78158   -147.27322      309.922
      276.300     66.78220   -147.27312      309.929
      276.400     66.78283   -147.27302      309.936
      276.500     66.78346   -147.27292      309.942
      276.600     66.78409   -147.27282      309.948
      276.700     66.78472   -147.27272      309.955
      276.800     66.78535   -147.27262      309.961
      276.900     66.78597   -147.27252      309.967
      277.000     66.78660   -147.27242      309.973
      277.100     66.78723   -147.27232      309.979
      277.200     66.78786   -147.27222      309.985
      277.300     66.78849   -147.27212      309.991
      277.400     66.78912   -147.27202      309.996
      277.500     66.78974   -147.27192      310.002
      277.600     66.79037   -147.27182      310.007
      277.700     66.79100   -147.27172      310.013
      277.800     66.79163   -147.27162      310.018
      277.900     66.79226   -147.27152      310.023
      278.000     66.79289   -147.27141      310.028
      278.100     66.79351   -147.27131      310.033
      278.200     66.79414   -147.27121      310.038
      278.300     66.79477   -147.27111      310.043
      278.400     66.79540   -147.27101      310.048
      278.500     66.79603   -147.27091      310.053
