         Time        Latgd         Long        Altkm
      149.300     65.97877   -146.91220      235.376
      149.400     65.97941   -146.91175      235.501
      149.500     65.98005   -146.91130      235.625
      149.600     65.98070   -146.91085      235.750
      149.700     65.98134   -146.91040      235.874
      149.800     65.98198   -146.90995      235.998
      149.900     65.98263   -146.90950      236.122
      150.000     65.98327   -146.90905      236.246
      150.100     65.98391   -146.90860      236.370
      150.200     65.98456   -146.90815      236.494
      150.300     65.98520   -146.90770      236.618
      150.400     65.98584   -146.90725      236.741
      150.500     65.98649   -146.90681      236.865
      150.600     65.98713   -146.90636      236.988
      150.700     65.98777   -146.90591      237.111
      150.800     65.98842   -146.90546      237.235
      150.900     65.98906   -146.90501      237.358
      151.000     65.98970   -146.90456      237.481
      151.100     65.99034   -146.90411      237.604
      151.200     65.99099   -146.90366      237.727
      151.300     65.99163   -146.90321      237.850
      151.400     65.99227   -146.90276      237.972
      151.500     65.99292   -146.90231      238.095
      151.600     65.99356   -146.90186      238.218
      151.700     65.99420   -146.90141      238.340
      151.800     65.99484   -146.90096      238.462
      151.900     65.99549   -146.90051      238.585
      152.000     65.99613   -146.90006      238.707
      152.100     65.99677   -146.89961      238.829
      152.200     65.99741   -146.89916      238.951
      152.300     65.99806   -146.89871      239.073
      152.400     65.99870   -146.89826      239.195
      152.500     65.99934   -146.89782      239.316
      152.600     65.99999   -146.89737      239.438
      152.700     66.00063   -146.89692      239.560
      152.800     66.00127   -146.89647      239.681
      152.900     66.00191   -146.89602      239.802
      153.000     66.00256   -146.89557      239.924
      153.100     66.00320   -146.89512      240.045
      153.200     66.00384   -146.89467      240.166
      153.300     66.00448   -146.89422      240.287
      153.400     66.00512   -146.89377      240.408
      153.500     66.00577   -146.89332      240.529
      153.600     66.00641   -146.89287      240.649
      153.700     66.00705   -146.89242      240.770
      153.800     66.00769   -146.89197      240.891
      153.900     66.00834   -146.89152      241.011
      154.000     66.00898   -146.89107      241.131
      154.100     66.00962   -146.89062      241.252
      154.200     66.01026   -146.89017      241.372
      154.300     66.01090   -146.88972      241.492
      154.400     66.01155   -146.88927      241.612
      154.500     66.01219   -146.88882      241.732
      154.600     66.01283   -146.88837      241.852
      154.700     66.01347   -146.88792      241.971
      154.800     66.01411   -146.88747      242.091
      154.900     66.01476   -146.88702      242.211
      155.000     66.01540   -146.88657      242.330
      155.100     66.01604   -146.88612      242.450
      155.200     66.01668   -146.88567      242.569
      155.300     66.01732   -146.88522      242.688
      155.400     66.01797   -146.88477      242.807
      155.500     66.01861   -146.88432      242.926
      155.600     66.01925   -146.88387      243.045
      155.700     66.01989   -146.88342      243.164
      155.800     66.02053   -146.88297      243.283
      155.900     66.02117   -146.88252      243.401
      156.000     66.02182   -146.88207      243.520
      156.100     66.02246   -146.88162      243.638
      156.200     66.02310   -146.88117      243.757
      156.300     66.02374   -146.88072      243.875
      156.400     66.02438   -146.88027      243.993
      156.500     66.02502   -146.87982      244.111
      156.600     66.02567   -146.87937      244.229
      156.700     66.02631   -146.87892      244.347
      156.800     66.02695   -146.87847      244.465
      156.900     66.02759   -146.87802      244.583
      157.000     66.02823   -146.87757      244.701
      157.100     66.02887   -146.87712      244.818
      157.200     66.02951   -146.87667      244.936
      157.300     66.03015   -146.87622      245.053
      157.400     66.03080   -146.87577      245.170
      157.500     66.03144   -146.87532      245.288
      157.600     66.03208   -146.87487      245.405
      157.700     66.03272   -146.87442      245.522
      157.800     66.03336   -146.87397      245.639
      157.900     66.03400   -146.87352      245.756
      158.000     66.03464   -146.87307      245.872
      158.100     66.03528   -146.87262      245.989
      158.200     66.03593   -146.87217      246.106
      158.300     66.03657   -146.87172      246.222
      158.400     66.03721   -146.87127      246.339
      158.500     66.03785   -146.87082      246.455
      158.600     66.03849   -146.87037      246.571
      158.700     66.03913   -146.86991      246.687
      158.800     66.03977   -146.86946      246.803
      158.900     66.04041   -146.86901      246.919
      159.000     66.04105   -146.86856      247.035
      159.100     66.04169   -146.86811      247.151
      159.200     66.04233   -146.86766      247.267
      159.300     66.04297   -146.86721      247.382
      159.400     66.04362   -146.86676      247.498
      159.500     66.04426   -146.86631      247.613
      159.600     66.04490   -146.86586      247.728
      159.700     66.04554   -146.86541      247.844
      159.800     66.04618   -146.86496      247.959
      159.900     66.04682   -146.86451      248.074
      160.000     66.04746   -146.86406      248.189
      160.100     66.04810   -146.86361      248.304
      160.200     66.04874   -146.86316      248.419
      160.300     66.04938   -146.86271      248.533
      160.400     66.05002   -146.86226      248.648
      160.500     66.05066   -146.86181      248.762
      160.600     66.05130   -146.86135      248.877
      160.700     66.05194   -146.86090      248.991
      160.800     66.05258   -146.86045      249.105
      160.900     66.05322   -146.86000      249.220
      161.000     66.05386   -146.85955      249.334
      161.100     66.05450   -146.85910      249.448
      161.200     66.05514   -146.85865      249.561
      161.300     66.05578   -146.85820      249.675
      161.400     66.05642   -146.85775      249.789
      161.500     66.05706   -146.85730      249.903
      161.600     66.05770   -146.85685      250.016
      161.700     66.05834   -146.85640      250.130
      161.800     66.05899   -146.85595      250.243
      161.900     66.05963   -146.85550      250.356
      162.000     66.06027   -146.85504      250.469
      162.100     66.06091   -146.85459      250.582
      162.200     66.06155   -146.85414      250.695
      162.300     66.06219   -146.85369      250.808
      162.400     66.06283   -146.85324      250.921
      162.500     66.06347   -146.85279      251.034
      162.600     66.06410   -146.85234      251.146
      162.700     66.06474   -146.85189      251.259
      162.800     66.06538   -146.85144      251.371
      162.900     66.06602   -146.85099      251.484
      163.000     66.06666   -146.85053      251.596
      163.100     66.06730   -146.85008      251.708
      163.200     66.06794   -146.84963      251.820
      163.300     66.06858   -146.84918      251.932
      163.400     66.06922   -146.84873      252.044
      163.500     66.06986   -146.84828      252.156
      163.600     66.07050   -146.84783      252.268
      163.700     66.07114   -146.84738      252.379
      163.800     66.07178   -146.84693      252.491
      163.900     66.07242   -146.84648      252.602
      164.000     66.07306   -146.84602      252.714
      164.100     66.07370   -146.84557      252.825
      164.200     66.07434   -146.84512      252.936
      164.300     66.07498   -146.84467      253.047
      164.400     66.07562   -146.84422      253.158
      164.500     66.07626   -146.84377      253.269
      164.600     66.07690   -146.84332      253.380
      164.700     66.07754   -146.84287      253.491
      164.800     66.07818   -146.84241      253.602
      164.900     66.07882   -146.84196      253.712
      165.000     66.07945   -146.84151      253.823
      165.100     66.08009   -146.84106      253.933
      165.200     66.08073   -146.84061      254.043
      165.300     66.08137   -146.84016      254.153
      165.400     66.08201   -146.83971      254.264
      165.500     66.08265   -146.83926      254.374
      165.600     66.08329   -146.83880      254.484
      165.700     66.08393   -146.83835      254.593
      165.800     66.08457   -146.83790      254.703
      165.900     66.08521   -146.83745      254.813
      166.000     66.08585   -146.83700      254.922
      166.100     66.08649   -146.83655      255.032
      166.200     66.08712   -146.83610      255.141
      166.300     66.08776   -146.83564      255.251
      166.400     66.08840   -146.83519      255.360
      166.500     66.08904   -146.83474      255.469
      166.600     66.08968   -146.83429      255.578
      166.700     66.09032   -146.83384      255.687
      166.800     66.09096   -146.83339      255.796
      166.900     66.09160   -146.83294      255.905
      167.000     66.09224   -146.83248      256.013
      167.100     66.09287   -146.83203      256.122
      167.200     66.09351   -146.83158      256.230
      167.300     66.09415   -146.83113      256.339
      167.400     66.09479   -146.83068      256.447
      167.500     66.09543   -146.83023      256.555
      167.600     66.09607   -146.82977      256.663
      167.700     66.09671   -146.82932      256.771
      167.800     66.09734   -146.82887      256.879
      167.900     66.09798   -146.82842      256.987
      168.000     66.09862   -146.82797      257.095
      168.100     66.09926   -146.82752      257.203
      168.200     66.09990   -146.82706      257.310
      168.300     66.10054   -146.82661      257.418
      168.400     66.10118   -146.82616      257.525
      168.500     66.10181   -146.82571      257.633
      168.600     66.10245   -146.82526      257.740
      168.700     66.10309   -146.82480      257.847
      168.800     66.10373   -146.82435      257.954
      168.900     66.10437   -146.82390      258.061
      169.000     66.10501   -146.82345      258.168
      169.100     66.10564   -146.82300      258.275
      169.200     66.10628   -146.82254      258.381
      169.300     66.10692   -146.82209      258.488
      169.400     66.10756   -146.82164      258.594
      169.500     66.10820   -146.82119      258.701
      169.600     66.10884   -146.82074      258.807
      169.700     66.10947   -146.82028      258.914
      169.800     66.11011   -146.81983      259.020
      169.900     66.11075   -146.81938      259.126
      170.000     66.11139   -146.81893      259.232
      170.100     66.11203   -146.81848      259.338
      170.200     66.11266   -146.81802      259.443
      170.300     66.11330   -146.81757      259.549
      170.400     66.11394   -146.81712      259.655
      170.500     66.11458   -146.81667      259.760
      170.600     66.11522   -146.81622      259.866
      170.700     66.11585   -146.81576      259.971
      170.800     66.11649   -146.81531      260.076
      170.900     66.11713   -146.81486      260.182
      171.000     66.11777   -146.81441      260.287
      171.100     66.11840   -146.81396      260.392
      171.200     66.11904   -146.81350      260.497
      171.300     66.11968   -146.81305      260.601
      171.400     66.12032   -146.81260      260.706
      171.500     66.12096   -146.81215      260.811
      171.600     66.12159   -146.81169      260.915
      171.700     66.12223   -146.81124      261.020
      171.800     66.12287   -146.81079      261.124
      171.900     66.12351   -146.81034      261.228
      172.000     66.12414   -146.80988      261.333
      172.100     66.12478   -146.80943      261.437
      172.200     66.12542   -146.80898      261.541
      172.300     66.12606   -146.80853      261.645
      172.400     66.12669   -146.80807      261.748
      172.500     66.12733   -146.80762      261.852
      172.600     66.12797   -146.80717      261.956
      172.700     66.12861   -146.80672      262.059
      172.800     66.12924   -146.80626      262.163
      172.900     66.12988   -146.80581      262.266
      173.000     66.13052   -146.80536      262.370
      173.100     66.13116   -146.80491      262.473
      173.200     66.13179   -146.80445      262.576
      173.300     66.13243   -146.80400      262.679
      173.400     66.13307   -146.80355      262.782
      173.500     66.13370   -146.80310      262.885
      173.600     66.13434   -146.80264      262.987
      173.700     66.13498   -146.80219      263.090
      173.800     66.13562   -146.80174      263.193
      173.900     66.13625   -146.80129      263.295
      174.000     66.13689   -146.80083      263.398
      174.100     66.13753   -146.80038      263.500
      174.200     66.13816   -146.79993      263.602
      174.300     66.13880   -146.79948      263.704
      174.400     66.13944   -146.79902      263.806
      174.500     66.14007   -146.79857      263.908
      174.600     66.14071   -146.79812      264.010
      174.700     66.14135   -146.79766      264.112
      174.800     66.14199   -146.79721      264.214
      174.900     66.14262   -146.79676      264.315
      175.000     66.14326   -146.79631      264.417
      175.100     66.14390   -146.79585      264.518
      175.200     66.14453   -146.79540      264.619
      175.300     66.14517   -146.79495      264.721
      175.400     66.14581   -146.79449      264.822
      175.500     66.14644   -146.79404      264.923
      175.600     66.14708   -146.79359      265.024
      175.700     66.14772   -146.79313      265.125
      175.800     66.14835   -146.79268      265.225
      175.900     66.14899   -146.79223      265.326
      176.000     66.14963   -146.79178      265.427
      176.100     66.15026   -146.79132      265.527
      176.200     66.15090   -146.79087      265.628
      176.300     66.15154   -146.79042      265.728
      176.400     66.15217   -146.78996      265.828
      176.500     66.15281   -146.78951      265.929
      176.600     66.15345   -146.78906      266.029
      176.700     66.15408   -146.78860      266.129
      176.800     66.15472   -146.78815      266.228
      176.900     66.15536   -146.78770      266.328
      177.000     66.15599   -146.78724      266.428
      177.100     66.15663   -146.78679      266.528
      177.200     66.15726   -146.78634      266.627
      177.300     66.15790   -146.78588      266.727
      177.400     66.15854   -146.78543      266.826
      177.500     66.15917   -146.78498      266.925
      177.600     66.15981   -146.78452      267.024
      177.700     66.16045   -146.78407      267.123
      177.800     66.16108   -146.78362      267.222
      177.900     66.16172   -146.78316      267.321
      178.000     66.16235   -146.78271      267.420
      178.100     66.16299   -146.78226      267.519
      178.200     66.16363   -146.78180      267.618
      178.300     66.16426   -146.78135      267.716
      178.400     66.16490   -146.78090      267.815
      178.500     66.16553   -146.78044      267.913
      178.600     66.16617   -146.77999      268.011
      178.700     66.16681   -146.77954      268.109
      178.800     66.16744   -146.77908      268.208
      178.900     66.16808   -146.77863      268.306
      179.000     66.16871   -146.77818      268.403
      179.100     66.16935   -146.77772      268.501
      179.200     66.16999   -146.77727      268.599
      179.300     66.17062   -146.77682      268.697
      179.400     66.17126   -146.77636      268.794
      179.500     66.17189   -146.77591      268.892
      179.600     66.17253   -146.77545      268.989
      179.700     66.17317   -146.77500      269.086
      179.800     66.17380   -146.77455      269.184
      179.900     66.17444   -146.77409      269.281
      180.000     66.17507   -146.77364      269.378
      180.100     66.17571   -146.77319      269.475
      180.200     66.17634   -146.77273      269.572
      180.300     66.17698   -146.77228      269.668
      180.400     66.17762   -146.77182      269.765
      180.500     66.17825   -146.77137      269.862
      180.600     66.17889   -146.77092      269.958
      180.700     66.17952   -146.77046      270.054
      180.800     66.18016   -146.77001      270.151
      180.900     66.18079   -146.76955      270.247
      181.000     66.18143   -146.76910      270.343
      181.100     66.18206   -146.76865      270.439
      181.200     66.18270   -146.76819      270.535
      181.300     66.18333   -146.76774      270.631
      181.400     66.18397   -146.76728      270.727
      181.500     66.18461   -146.76683      270.822
      181.600     66.18524   -146.76638      270.918
      181.700     66.18588   -146.76592      271.014
      181.800     66.18651   -146.76547      271.109
      181.900     66.18715   -146.76501      271.204
      182.000     66.18778   -146.76456      271.300
      182.100     66.18842   -146.76411      271.395
      182.200     66.18905   -146.76365      271.490
      182.300     66.18969   -146.76320      271.585
      182.400     66.19032   -146.76274      271.680
      182.500     66.19096   -146.76229      271.774
      182.600     66.19159   -146.76183      271.869
      182.700     66.19223   -146.76138      271.964
      182.800     66.19286   -146.76093      272.058
      182.900     66.19350   -146.76047      272.153
      183.000     66.19413   -146.76002      272.247
      183.100     66.19477   -146.75956      272.341
      183.200     66.19540   -146.75911      272.436
      183.300     66.19604   -146.75865      272.530
      183.400     66.19667   -146.75820      272.624
      183.500     66.19731   -146.75775      272.717
      183.600     66.19794   -146.75729      272.811
      183.700     66.19858   -146.75684      272.905
      183.800     66.19921   -146.75638      272.999
      183.900     66.19985   -146.75593      273.092
      184.000     66.20048   -146.75547      273.186
      184.100     66.20112   -146.75502      273.279
      184.200     66.20175   -146.75456      273.372
      184.300     66.20239   -146.75411      273.465
      184.400     66.20302   -146.75365      273.559
      184.500     66.20366   -146.75320      273.652
      184.600     66.20429   -146.75275      273.745
      184.700     66.20493   -146.75229      273.837
      184.800     66.20556   -146.75184      273.930
      184.900     66.20620   -146.75138      274.023
      185.000     66.20683   -146.75093      274.115
      185.100     66.20746   -146.75047      274.208
      185.200     66.20810   -146.75002      274.300
      185.300     66.20873   -146.74956      274.392
      185.400     66.20937   -146.74911      274.485
      185.500     66.21000   -146.74865      274.577
      185.600     66.21064   -146.74820      274.669
      185.700     66.21127   -146.74774      274.761
      185.800     66.21191   -146.74729      274.853
      185.900     66.21254   -146.74683      274.944
      186.000     66.21317   -146.74638      275.036
      186.100     66.21381   -146.74592      275.128
      186.200     66.21444   -146.74547      275.219
      186.300     66.21508   -146.74501      275.310
      186.400     66.21571   -146.74456      275.402
      186.500     66.21635   -146.74410      275.493
      186.600     66.21698   -146.74365      275.584
      186.700     66.21762   -146.74319      275.675
      186.800     66.21825   -146.74274      275.766
      186.900     66.21888   -146.74228      275.857
      187.000     66.21952   -146.74183      275.948
      187.100     66.22015   -146.74137      276.038
      187.200     66.22079   -146.74092      276.129
      187.300     66.22142   -146.74046      276.220
      187.400     66.22205   -146.74001      276.310
      187.500     66.22269   -146.73955      276.400
      187.600     66.22332   -146.73910      276.491
      187.700     66.22396   -146.73864      276.581
      187.800     66.22459   -146.73819      276.671
      187.900     66.22522   -146.73773      276.761
      188.000     66.22586   -146.73728      276.851
      188.100     66.22649   -146.73682      276.940
      188.200     66.22713   -146.73637      277.030
      188.300     66.22776   -146.73591      277.120
      188.400     66.22839   -146.73545      277.209
      188.500     66.22903   -146.73500      277.299
      188.600     66.22966   -146.73454      277.388
      188.700     66.23030   -146.73409      277.477
      188.800     66.23093   -146.73363      277.567
      188.900     66.23156   -146.73318      277.656
      189.000     66.23220   -146.73272      277.745
      189.100     66.23283   -146.73227      277.834
      189.200     66.23346   -146.73181      277.922
      189.300     66.23410   -146.73136      278.011
      189.400     66.23473   -146.73090      278.100
      189.500     66.23537   -146.73044      278.188
      189.600     66.23600   -146.72999      278.277
      189.700     66.23663   -146.72953      278.365
      189.800     66.23727   -146.72908      278.453
      189.900     66.23790   -146.72862      278.542
      190.000     66.23853   -146.72817      278.630
      190.100     66.23917   -146.72771      278.718
      190.200     66.23980   -146.72725      278.806
      190.300     66.24043   -146.72680      278.893
      190.400     66.24107   -146.72634      278.981
      190.500     66.24170   -146.72589      279.069
      190.600     66.24233   -146.72543      279.156
      190.700     66.24297   -146.72497      279.244
      190.800     66.24360   -146.72452      279.331
      190.900     66.24423   -146.72406      279.419
      191.000     66.24487   -146.72361      279.506
      191.100     66.24550   -146.72315      279.593
      191.200     66.24613   -146.72270      279.680
      191.300     66.24677   -146.72224      279.767
      191.400     66.24740   -146.72178      279.854
      191.500     66.24803   -146.72133      279.940
      191.600     66.24867   -146.72087      280.027
      191.700     66.24930   -146.72042      280.114
      191.800     66.24993   -146.71996      280.200
      191.900     66.25057   -146.71950      280.287
      192.000     66.25120   -146.71905      280.373
      192.100     66.25183   -146.71859      280.459
      192.200     66.25247   -146.71813      280.545
      192.300     66.25310   -146.71768      280.631
      192.400     66.25373   -146.71722      280.717
      192.500     66.25437   -146.71677      280.803
      192.600     66.25500   -146.71631      280.889
      192.700     66.25563   -146.71585      280.975
      192.800     66.25626   -146.71540      281.060
      192.900     66.25690   -146.71494      281.146
      193.000     66.25753   -146.71448      281.231
      193.100     66.25816   -146.71403      281.317
      193.200     66.25880   -146.71357      281.402
      193.300     66.25943   -146.71311      281.487
      193.400     66.26006   -146.71266      281.572
      193.500     66.26069   -146.71220      281.657
      193.600     66.26133   -146.71175      281.742
      193.700     66.26196   -146.71129      281.827
      193.800     66.26259   -146.71083      281.911
      193.900     66.26323   -146.71038      281.996
      194.000     66.26386   -146.70992      282.081
      194.100     66.26449   -146.70946      282.165
      194.200     66.26512   -146.70901      282.249
      194.300     66.26576   -146.70855      282.334
      194.400     66.26639   -146.70809      282.418
      194.500     66.26702   -146.70764      282.502
      194.600     66.26765   -146.70718      282.586
      194.700     66.26829   -146.70672      282.670
      194.800     66.26892   -146.70627      282.754
      194.900     66.26955   -146.70581      282.837
      195.000     66.27018   -146.70535      282.921
      195.100     66.27082   -146.70490      283.005
      195.200     66.27145   -146.70444      283.088
      195.300     66.27208   -146.70398      283.171
      195.400     66.27271   -146.70352      283.255
      195.500     66.27335   -146.70307      283.338
      195.600     66.27398   -146.70261      283.421
      195.700     66.27461   -146.70215      283.504
      195.800     66.27524   -146.70170      283.587
      195.900     66.27588   -146.70124      283.670
      196.000     66.27651   -146.70078      283.753
      196.100     66.27714   -146.70033      283.835
      196.200     66.27777   -146.69987      283.918
      196.300     66.27841   -146.69941      284.000
      196.400     66.27904   -146.69895      284.083
      196.500     66.27967   -146.69850      284.165
      196.600     66.28030   -146.69804      284.247
      196.700     66.28093   -146.69758      284.329
      196.800     66.28157   -146.69713      284.411
      196.900     66.28220   -146.69667      284.493
      197.000     66.28283   -146.69621      284.575
      197.100     66.28346   -146.69575      284.657
      197.200     66.28410   -146.69530      284.739
      197.300     66.28473   -146.69484      284.820
      197.400     66.28536   -146.69438      284.902
      197.500     66.28599   -146.69393      284.983
      197.600     66.28662   -146.69347      285.065
      197.700     66.28726   -146.69301      285.146
      197.800     66.28789   -146.69255      285.227
      197.900     66.28852   -146.69210      285.308
      198.000     66.28915   -146.69164      285.389
      198.100     66.28978   -146.69118      285.470
      198.200     66.29042   -146.69072      285.551
      198.300     66.29105   -146.69027      285.631
      198.400     66.29168   -146.68981      285.712
      198.500     66.29231   -146.68935      285.793
      198.600     66.29294   -146.68889      285.873
      198.700     66.29357   -146.68844      285.953
      198.800     66.29421   -146.68798      286.034
      198.900     66.29484   -146.68752      286.114
      199.000     66.29547   -146.68706      286.194
      199.100     66.29610   -146.68660      286.274
      199.200     66.29673   -146.68615      286.354
      199.300     66.29737   -146.68569      286.434
      199.400     66.29800   -146.68523      286.513
      199.500     66.29863   -146.68477      286.593
      199.600     66.29926   -146.68432      286.672
      199.700     66.29989   -146.68386      286.752
      199.800     66.30052   -146.68340      286.831
      199.900     66.30115   -146.68294      286.911
      200.000     66.30179   -146.68248      286.990
      200.100     66.30242   -146.68203      287.069
      200.200     66.30305   -146.68157      287.148
      200.300     66.30368   -146.68111      287.227
      200.400     66.30431   -146.68065      287.306
      200.500     66.30494   -146.68019      287.384
      200.600     66.30558   -146.67974      287.463
      200.700     66.30621   -146.67928      287.542
      200.800     66.30684   -146.67882      287.620
      200.900     66.30747   -146.67836      287.699
      201.000     66.30810   -146.67790      287.777
      201.100     66.30873   -146.67745      287.855
      201.200     66.30936   -146.67699      287.933
      201.300     66.30999   -146.67653      288.011
      201.400     66.31063   -146.67607      288.089
      201.500     66.31126   -146.67561      288.167
      201.600     66.31189   -146.67515      288.245
      201.700     66.31252   -146.67470      288.323
      201.800     66.31315   -146.67424      288.400
      201.900     66.31378   -146.67378      288.478
      202.000     66.31441   -146.67332      288.555
      202.100     66.31504   -146.67286      288.632
      202.200     66.31568   -146.67240      288.710
      202.300     66.31631   -146.67195      288.787
      202.400     66.31694   -146.67149      288.864
      202.500     66.31757   -146.67103      288.941
      202.600     66.31820   -146.67057      289.018
      202.700     66.31883   -146.67011      289.094
      202.800     66.31946   -146.66965      289.171
      202.900     66.32009   -146.66919      289.248
      203.000     66.32072   -146.66874      289.324
      203.100     66.32136   -146.66828      289.401
      203.200     66.32199   -146.66782      289.477
      203.300     66.32262   -146.66736      289.553
      203.400     66.32325   -146.66690      289.630
      203.500     66.32388   -146.66644      289.706
      203.600     66.32451   -146.66598      289.782
      203.700     66.32514   -146.66552      289.858
      203.800     66.32577   -146.66507      289.933
      203.900     66.32640   -146.66461      290.009
      204.000     66.32703   -146.66415      290.085
      204.100     66.32766   -146.66369      290.160
      204.200     66.32830   -146.66323      290.236
      204.300     66.32893   -146.66277      290.311
      204.400     66.32956   -146.66231      290.386
      204.500     66.33019   -146.66185      290.462
      204.600     66.33082   -146.66139      290.537
      204.700     66.33145   -146.66094      290.612
      204.800     66.33208   -146.66048      290.687
      204.900     66.33271   -146.66002      290.761
      205.000     66.33334   -146.65956      290.836
      205.100     66.33397   -146.65910      290.911
      205.200     66.33460   -146.65864      290.985
      205.300     66.33523   -146.65818      291.060
      205.400     66.33586   -146.65772      291.134
      205.500     66.33649   -146.65726      291.209
      205.600     66.33712   -146.65680      291.283
      205.700     66.33775   -146.65634      291.357
      205.800     66.33839   -146.65588      291.431
      205.900     66.33902   -146.65542      291.505
      206.000     66.33965   -146.65497      291.579
      206.100     66.34028   -146.65451      291.653
      206.200     66.34091   -146.65405      291.726
      206.300     66.34154   -146.65359      291.800
      206.400     66.34217   -146.65313      291.873
      206.500     66.34280   -146.65267      291.947
      206.600     66.34343   -146.65221      292.020
      206.700     66.34406   -146.65175      292.093
      206.800     66.34469   -146.65129      292.167
      206.900     66.34532   -146.65083      292.240
      207.000     66.34595   -146.65037      292.313
      207.100     66.34658   -146.64991      292.385
      207.200     66.34721   -146.64945      292.458
      207.300     66.34784   -146.64899      292.531
      207.400     66.34847   -146.64853      292.604
      207.500     66.34910   -146.64807      292.676
      207.600     66.34973   -146.64761      292.749
      207.700     66.35036   -146.64715      292.821
      207.800     66.35099   -146.64669      292.893
      207.900     66.35162   -146.64623      292.965
      208.000     66.35225   -146.64577      293.037
      208.100     66.35288   -146.64531      293.109
      208.200     66.35351   -146.64485      293.181
      208.300     66.35414   -146.64439      293.253
      208.400     66.35477   -146.64393      293.325
      208.500     66.35540   -146.64347      293.397
      208.600     66.35603   -146.64301      293.468
      208.700     66.35666   -146.64255      293.540
      208.800     66.35729   -146.64209      293.611
      208.900     66.35792   -146.64163      293.682
      209.000     66.35855   -146.64117      293.753
      209.100     66.35918   -146.64071      293.825
      209.200     66.35981   -146.64025      293.896
      209.300     66.36044   -146.63979      293.966
      209.400     66.36107   -146.63933      294.037
      209.500     66.36170   -146.63887      294.108
      209.600     66.36233   -146.63841      294.179
      209.700     66.36296   -146.63795      294.249
      209.800     66.36359   -146.63749      294.320
      209.900     66.36422   -146.63703      294.390
      210.000     66.36485   -146.63657      294.461
      210.100     66.36548   -146.63611      294.531
      210.200     66.36611   -146.63565      294.601
      210.300     66.36674   -146.63519      294.671
      210.400     66.36737   -146.63473      294.741
      210.500     66.36800   -146.63427      294.811
      210.600     66.36863   -146.63381      294.881
      210.700     66.36926   -146.63335      294.950
      210.800     66.36989   -146.63289      295.020
      210.900     66.37052   -146.63243      295.089
      211.000     66.37115   -146.63197      295.159
      211.100     66.37178   -146.63150      295.228
      211.200     66.37241   -146.63104      295.297
      211.300     66.37303   -146.63058      295.367
      211.400     66.37366   -146.63012      295.436
      211.500     66.37429   -146.62966      295.505
      211.600     66.37492   -146.62920      295.573
      211.700     66.37555   -146.62874      295.642
      211.800     66.37618   -146.62828      295.711
      211.900     66.37681   -146.62782      295.780
      212.000     66.37744   -146.62736      295.848
      212.100     66.37807   -146.62690      295.917
      212.200     66.37870   -146.62644      295.985
      212.300     66.37933   -146.62598      296.053
      212.400     66.37996   -146.62551      296.121
      212.500     66.38059   -146.62505      296.189
      212.600     66.38122   -146.62459      296.257
      212.700     66.38185   -146.62413      296.325
      212.800     66.38248   -146.62367      296.393
      212.900     66.38311   -146.62321      296.461
      213.000     66.38373   -146.62275      296.529
      213.100     66.38436   -146.62229      296.596
      213.200     66.38499   -146.62183      296.664
      213.300     66.38562   -146.62136      296.731
      213.400     66.38625   -146.62090      296.798
      213.500     66.38688   -146.62044      296.866
      213.600     66.38751   -146.61998      296.933
      213.700     66.38814   -146.61952      297.000
      213.800     66.38877   -146.61906      297.067
      213.900     66.38940   -146.61860      297.133
      214.000     66.39003   -146.61813      297.200
      214.100     66.39065   -146.61767      297.267
      214.200     66.39128   -146.61721      297.333
      214.300     66.39191   -146.61675      297.400
      214.400     66.39254   -146.61629      297.466
      214.500     66.39317   -146.61583      297.533
      214.600     66.39380   -146.61537      297.599
      214.700     66.39443   -146.61490      297.665
      214.800     66.39506   -146.61444      297.731
      214.900     66.39569   -146.61398      297.797
      215.000     66.39632   -146.61352      297.863
      215.100     66.39694   -146.61306      297.929
      215.200     66.39757   -146.61260      297.994
      215.300     66.39820   -146.61213      298.060
      215.400     66.39883   -146.61167      298.126
      215.500     66.39946   -146.61121      298.191
      215.600     66.40009   -146.61075      298.256
      215.700     66.40072   -146.61029      298.322
      215.800     66.40135   -146.60983      298.387
      215.900     66.40198   -146.60936      298.452
      216.000     66.40260   -146.60890      298.517
      216.100     66.40323   -146.60844      298.582
      216.200     66.40386   -146.60798      298.647
      216.300     66.40449   -146.60752      298.711
      216.400     66.40512   -146.60705      298.776
      216.500     66.40575   -146.60659      298.840
      216.600     66.40638   -146.60613      298.905
      216.700     66.40700   -146.60567      298.969
      216.800     66.40763   -146.60520      299.034
      216.900     66.40826   -146.60474      299.098
      217.000     66.40889   -146.60428      299.162
      217.100     66.40952   -146.60382      299.226
      217.200     66.41015   -146.60336      299.290
      217.300     66.41078   -146.60289      299.354
      217.400     66.41140   -146.60243      299.417
      217.500     66.41203   -146.60197      299.481
      217.600     66.41266   -146.60151      299.545
      217.700     66.41329   -146.60104      299.608
      217.800     66.41392   -146.60058      299.672
      217.900     66.41455   -146.60012      299.735
      218.000     66.41518   -146.59966      299.798
      218.100     66.41580   -146.59919      299.861
      218.200     66.41643   -146.59873      299.924
      218.300     66.41706   -146.59827      299.987
      218.400     66.41769   -146.59781      300.050
      218.500     66.41832   -146.59734      300.113
      218.600     66.41895   -146.59688      300.175
      218.700     66.41957   -146.59642      300.238
      218.800     66.42020   -146.59596      300.301
      218.900     66.42083   -146.59549      300.363
      219.000     66.42146   -146.59503      300.425
      219.100     66.42209   -146.59457      300.488
