         Time        Latgd         Long        Altkm
      219.200     66.42272   -146.59410      300.550
      219.300     66.42334   -146.59364      300.612
      219.400     66.42397   -146.59318      300.674
      219.500     66.42460   -146.59272      300.736
      219.600     66.42523   -146.59225      300.797
      219.700     66.42586   -146.59179      300.859
      219.800     66.42648   -146.59133      300.921
      219.900     66.42711   -146.59086      300.982
      220.000     66.42774   -146.59040      301.044
      220.100     66.42837   -146.58994      301.105
      220.200     66.42900   -146.58947      301.166
      220.300     66.42962   -146.58901      301.228
      220.400     66.43025   -146.58855      301.289
      220.500     66.43088   -146.58809      301.350
      220.600     66.43151   -146.58762      301.411
      220.700     66.43214   -146.58716      301.471
      220.800     66.43276   -146.58670      301.532
      220.900     66.43339   -146.58623      301.593
      221.000     66.43402   -146.58577      301.653
      221.100     66.43465   -146.58531      301.714
      221.200     66.43528   -146.58484      301.774
      221.300     66.43590   -146.58438      301.835
      221.400     66.43653   -146.58392      301.895
      221.500     66.43716   -146.58345      301.955
      221.600     66.43779   -146.58299      302.015
      221.700     66.43842   -146.58252      302.075
      221.800     66.43904   -146.58206      302.135
      221.900     66.43967   -146.58160      302.194
      222.000     66.44030   -146.58113      302.254
      222.100     66.44093   -146.58067      302.314
      222.200     66.44155   -146.58021      302.373
      222.300     66.44218   -146.57974      302.433
      222.400     66.44281   -146.57928      302.492
      222.500     66.44344   -146.57882      302.551
      222.600     66.44407   -146.57835      302.610
      222.700     66.44469   -146.57789      302.669
      222.800     66.44532   -146.57742      302.728
      222.900     66.44595   -146.57696      302.787
      223.000     66.44658   -146.57650      302.846
      223.100     66.44720   -146.57603      302.905
      223.200     66.44783   -146.57557      302.963
      223.300     66.44846   -146.57510      303.022
      223.400     66.44909   -146.57464      303.080
      223.500     66.44971   -146.57418      303.139
      223.600     66.45034   -146.57371      303.197
      223.700     66.45097   -146.57325      303.255
      223.800     66.45160   -146.57278      303.313
      223.900     66.45222   -146.57232      303.371
      224.000     66.45285   -146.57186      303.429
      224.100     66.45348   -146.57139      303.487
      224.200     66.45411   -146.57093      303.545
      224.300     66.45473   -146.57046      303.602
      224.400     66.45536   -146.57000      303.660
      224.500     66.45599   -146.56953      303.717
      224.600     66.45662   -146.56907      303.775
      224.700     66.45724   -146.56861      303.832
      224.800     66.45787   -146.56814      303.889
      224.900     66.45850   -146.56768      303.946
      225.000     66.45913   -146.56721      304.003
      225.100     66.45975   -146.56675      304.060
      225.200     66.46038   -146.56628      304.117
      225.300     66.46101   -146.56582      304.174
      225.400     66.46164   -146.56535      304.230
      225.500     66.46226   -146.56489      304.287
      225.600     66.46289   -146.56442      304.343
      225.700     66.46352   -146.56396      304.400
      225.800     66.46414   -146.56350      304.456
      225.900     66.46477   -146.56303      304.512
      226.000     66.46540   -146.56257      304.568
      226.100     66.46603   -146.56210      304.625
      226.200     66.46665   -146.56164      304.680
      226.300     66.46728   -146.56117      304.736
      226.400     66.46791   -146.56071      304.792
      226.500     66.46853   -146.56024      304.848
      226.600     66.46916   -146.55978      304.903
      226.700     66.46979   -146.55931      304.959
      226.800     66.47042   -146.55885      305.014
      226.900     66.47104   -146.55838      305.070
      227.000     66.47167   -146.55792      305.125
      227.100     66.47230   -146.55745      305.180
      227.200     66.47292   -146.55699      305.235
      227.300     66.47355   -146.55652      305.290
      227.400     66.47418   -146.55606      305.345
      227.500     66.47481   -146.55559      305.400
      227.600     66.47543   -146.55513      305.455
      227.700     66.47606   -146.55466      305.509
      227.800     66.47669   -146.55420      305.564
      227.900     66.47731   -146.55373      305.618
      228.000     66.47794   -146.55326      305.673
      228.100     66.47857   -146.55280      305.727
      228.200     66.47919   -146.55233      305.781
      228.300     66.47982   -146.55187      305.835
      228.400     66.48045   -146.55140      305.889
      228.500     66.48107   -146.55094      305.943
      228.600     66.48170   -146.55047      305.997
      228.700     66.48233   -146.55001      306.051
      228.800     66.48295   -146.54954      306.104
      228.900     66.48358   -146.54907      306.158
      229.000     66.48421   -146.54861      306.211
      229.100     66.48484   -146.54814      306.265
      229.200     66.48546   -146.54768      306.318
      229.300     66.48609   -146.54721      306.371
      229.400     66.48672   -146.54675      306.424
      229.500     66.48734   -146.54628      306.477
      229.600     66.48797   -146.54581      306.530
      229.700     66.48860   -146.54535      306.583
      229.800     66.48922   -146.54488      306.636
      229.900     66.48985   -146.54442      306.689
      230.000     66.49048   -146.54395      306.741
      230.100     66.49110   -146.54348      306.794
      230.200     66.49173   -146.54302      306.846
      230.300     66.49236   -146.54255      306.899
      230.400     66.49298   -146.54209      306.951
      230.500     66.49361   -146.54162      307.003
      230.600     66.49423   -146.54115      307.055
      230.700     66.49486   -146.54069      307.107
      230.800     66.49549   -146.54022      307.159
      230.900     66.49611   -146.53976      307.211
      231.000     66.49674   -146.53929      307.262
      231.100     66.49737   -146.53882      307.314
      231.200     66.49799   -146.53836      307.366
      231.300     66.49862   -146.53789      307.417
      231.400     66.49925   -146.53742      307.468
      231.500     66.49987   -146.53696      307.520
      231.600     66.50050   -146.53649      307.571
      231.700     66.50113   -146.53602      307.622
      231.800     66.50175   -146.53556      307.673
      231.900     66.50238   -146.53509      307.724
      232.000     66.50300   -146.53462      307.775
      232.100     66.50363   -146.53416      307.825
      232.200     66.50426   -146.53369      307.876
      232.300     66.50488   -146.53322      307.927
      232.400     66.50551   -146.53276      307.977
      232.500     66.50614   -146.53229      308.027
      232.600     66.50676   -146.53182      308.078
      232.700     66.50739   -146.53136      308.128
      232.800     66.50802   -146.53089      308.178
      232.900     66.50864   -146.53042      308.228
      233.000     66.50927   -146.52996      308.278
      233.100     66.50989   -146.52949      308.328
      233.200     66.51052   -146.52902      308.378
      233.300     66.51115   -146.52856      308.427
      233.400     66.51177   -146.52809      308.477
      233.500     66.51240   -146.52762      308.526
      233.600     66.51302   -146.52716      308.576
      233.700     66.51365   -146.52669      308.625
      233.800     66.51428   -146.52622      308.674
      233.900     66.51490   -146.52575      308.724
      234.000     66.51553   -146.52529      308.773
      234.100     66.51616   -146.52482      308.822
      234.200     66.51678   -146.52435      308.871
      234.300     66.51741   -146.52388      308.919
      234.400     66.51803   -146.52342      308.968
      234.500     66.51866   -146.52295      309.017
      234.600     66.51929   -146.52248      309.065
      234.700     66.51991   -146.52202      309.114
      234.800     66.52054   -146.52155      309.162
      234.900     66.52116   -146.52108      309.210
      235.000     66.52179   -146.52061      309.258
      235.100     66.52242   -146.52014      309.306
      235.200     66.52304   -146.51968      309.354
      235.300     66.52367   -146.51921      309.402
      235.400     66.52429   -146.51874      309.450
      235.500     66.52492   -146.51827      309.498
      235.600     66.52554   -146.51781      309.546
      235.700     66.52617   -146.51734      309.593
      235.800     66.52680   -146.51687      309.641
      235.900     66.52742   -146.51640      309.688
      236.000     66.52805   -146.51594      309.735
      236.100     66.52867   -146.51547      309.783
      236.200     66.52930   -146.51500      309.830
      236.300     66.52993   -146.51453      309.877
      236.400     66.53055   -146.51406      309.924
      236.500     66.53118   -146.51360      309.970
      236.600     66.53180   -146.51313      310.017
      236.700     66.53243   -146.51266      310.064
      236.800     66.53305   -146.51219      310.110
      236.900     66.53368   -146.51172      310.157
      237.000     66.53431   -146.51126      310.203
      237.100     66.53493   -146.51079      310.250
      237.200     66.53556   -146.51032      310.296
      237.300     66.53618   -146.50985      310.342
      237.400     66.53681   -146.50938      310.388
      237.500     66.53743   -146.50891      310.434
      237.600     66.53806   -146.50845      310.480
      237.700     66.53869   -146.50798      310.526
      237.800     66.53931   -146.50751      310.571
      237.900     66.53994   -146.50704      310.617
      238.000     66.54056   -146.50657      310.663
      238.100     66.54119   -146.50610      310.708
      238.200     66.54181   -146.50563      310.753
      238.300     66.54244   -146.50517      310.799
      238.400     66.54306   -146.50470      310.844
      238.500     66.54369   -146.50423      310.889
      238.600     66.54432   -146.50376      310.934
      238.700     66.54494   -146.50329      310.979
      238.800     66.54557   -146.50282      311.024
      238.900     66.54619   -146.50235      311.068
      239.000     66.54682   -146.50188      311.113
      239.100     66.54744   -146.50142      311.158
      239.200     66.54807   -146.50095      311.202
      239.300     66.54869   -146.50048      311.246
      239.400     66.54932   -146.50001      311.291
      239.500     66.54994   -146.49954      311.335
      239.600     66.55057   -146.49907      311.379
      239.700     66.55119   -146.49860      311.423
      239.800     66.55182   -146.49813      311.467
      239.900     66.55245   -146.49766      311.511
      240.000     66.55307   -146.49719      311.555
      240.100     66.55370   -146.49673      311.598
      240.200     66.55432   -146.49626      311.642
      240.300     66.55495   -146.49579      311.685
      240.400     66.55557   -146.49532      311.729
      240.500     66.55620   -146.49485      311.772
      240.600     66.55682   -146.49438      311.815
      240.700     66.55745   -146.49391      311.858
      240.800     66.55807   -146.49344      311.901
      240.900     66.55870   -146.49297      311.944
      241.000     66.55932   -146.49250      311.987
      241.100     66.55995   -146.49203      312.030
      241.200     66.56057   -146.49156      312.073
      241.300     66.56120   -146.49109      312.115
      241.400     66.56182   -146.49062      312.158
      241.500     66.56245   -146.49015      312.200
      241.600     66.56307   -146.48968      312.243
      241.700     66.56370   -146.48921      312.285
      241.800     66.56432   -146.48874      312.327
      241.900     66.56495   -146.48827      312.369
      242.000     66.56557   -146.48780      312.411
      242.100     66.56620   -146.48734      312.453
      242.200     66.56682   -146.48687      312.495
      242.300     66.56745   -146.48640      312.537
      242.400     66.56807   -146.48593      312.578
      242.500     66.56870   -146.48546      312.620
      242.600     66.56932   -146.48499      312.661
      242.700     66.56995   -146.48452      312.703
      242.800     66.57057   -146.48405      312.744
      242.900     66.57120   -146.48358      312.785
      243.000     66.57182   -146.48310      312.826
      243.100     66.57245   -146.48263      312.867
      243.200     66.57307   -146.48216      312.908
      243.300     66.57370   -146.48169      312.949
      243.400     66.57432   -146.48122      312.990
      243.500     66.57495   -146.48075      313.031
      243.600     66.57557   -146.48028      313.071
      243.700     66.57620   -146.47981      313.112
      243.800     66.57682   -146.47934      313.152
      243.900     66.57745   -146.47887      313.192
      244.000     66.57807   -146.47840      313.233
      244.100     66.57870   -146.47793      313.273
      244.200     66.57932   -146.47746      313.313
      244.300     66.57995   -146.47699      313.353
      244.400     66.58057   -146.47652      313.393
      244.500     66.58120   -146.47605      313.432
      244.600     66.58182   -146.47558      313.472
      244.700     66.58245   -146.47511      313.512
      244.800     66.58307   -146.47464      313.551
      244.900     66.58370   -146.47417      313.591
      245.000     66.58432   -146.47369      313.630
      245.100     66.58495   -146.47322      313.669
      245.200     66.58557   -146.47275      313.708
      245.300     66.58620   -146.47228      313.748
      245.400     66.58682   -146.47181      313.787
      245.500     66.58745   -146.47134      313.825
      245.600     66.58807   -146.47087      313.864
      245.700     66.58869   -146.47040      313.903
      245.800     66.58932   -146.46993      313.942
      245.900     66.58994   -146.46946      313.980
      246.000     66.59057   -146.46898      314.019
      246.100     66.59119   -146.46851      314.057
      246.200     66.59182   -146.46804      314.095
      246.300     66.59244   -146.46757      314.134
      246.400     66.59307   -146.46710      314.172
      246.500     66.59369   -146.46663      314.210
      246.600     66.59432   -146.46616      314.248
      246.700     66.59494   -146.46569      314.285
      246.800     66.59556   -146.46521      314.323
      246.900     66.59619   -146.46474      314.361
      247.000     66.59681   -146.46427      314.398
      247.100     66.59744   -146.46380      314.436
      247.200     66.59806   -146.46333      314.473
      247.300     66.59869   -146.46286      314.511
      247.400     66.59931   -146.46238      314.548
      247.500     66.59994   -146.46191      314.585
      247.600     66.60056   -146.46144      314.622
      247.700     66.60119   -146.46097      314.659
      247.800     66.60181   -146.46050      314.696
      247.900     66.60243   -146.46003      314.733
      248.000     66.60306   -146.45955      314.769
      248.100     66.60368   -146.45908      314.806
      248.200     66.60431   -146.45861      314.843
      248.300     66.60493   -146.45814      314.879
      248.400     66.60556   -146.45767      314.915
      248.500     66.60618   -146.45719      314.952
      248.600     66.60680   -146.45672      314.988
      248.700     66.60743   -146.45625      315.024
      248.800     66.60805   -146.45578      315.060
      248.900     66.60868   -146.45531      315.096
      249.000     66.60930   -146.45483      315.132
      249.100     66.60993   -146.45436      315.167
      249.200     66.61055   -146.45389      315.203
      249.300     66.61117   -146.45342      315.239
      249.400     66.61180   -146.45294      315.274
      249.500     66.61242   -146.45247      315.309
      249.600     66.61305   -146.45200      315.345
      249.700     66.61367   -146.45153      315.380
      249.800     66.61430   -146.45105      315.415
      249.900     66.61492   -146.45058      315.450
      250.000     66.61554   -146.45011      315.485
      250.100     66.61617   -146.44964      315.520
      250.200     66.61679   -146.44916      315.555
      250.300     66.61742   -146.44869      315.589
      250.400     66.61804   -146.44822      315.624
      250.500     66.61866   -146.44775      315.658
      250.600     66.61929   -146.44727      315.693
      250.700     66.61991   -146.44680      315.727
      250.800     66.62054   -146.44633      315.761
      250.900     66.62116   -146.44585      315.795
      251.000     66.62179   -146.44538      315.829
      251.100     66.62241   -146.44491      315.863
      251.200     66.62303   -146.44444      315.897
      251.300     66.62366   -146.44396      315.931
      251.400     66.62428   -146.44349      315.965
      251.500     66.62491   -146.44302      315.998
      251.600     66.62553   -146.44254      316.032
      251.700     66.62615   -146.44207      316.065
      251.800     66.62678   -146.44160      316.099
      251.900     66.62740   -146.44112      316.132
      252.000     66.62803   -146.44065      316.165
      252.100     66.62865   -146.44018      316.198
      252.200     66.62927   -146.43970      316.231
      252.300     66.62990   -146.43923      316.264
      252.400     66.63052   -146.43876      316.297
      252.500     66.63114   -146.43828      316.330
      252.600     66.63177   -146.43781      316.362
      252.700     66.63239   -146.43734      316.395
      252.800     66.63302   -146.43686      316.427
      252.900     66.63364   -146.43639      316.460
      253.000     66.63426   -146.43591      316.492
      253.100     66.63489   -146.43544      316.524
      253.200     66.63551   -146.43497      316.556
      253.300     66.63614   -146.43449      316.588
      253.400     66.63676   -146.43402      316.620
      253.500     66.63738   -146.43355      316.652
      253.600     66.63801   -146.43307      316.684
      253.700     66.63863   -146.43260      316.716
      253.800     66.63925   -146.43212      316.747
      253.900     66.63988   -146.43165      316.779
      254.000     66.64050   -146.43118      316.810
      254.100     66.64113   -146.43070      316.841
      254.200     66.64175   -146.43023      316.873
      254.300     66.64237   -146.42975      316.904
      254.400     66.64300   -146.42928      316.935
      254.500     66.64362   -146.42881      316.966
      254.600     66.64424   -146.42833      316.997
      254.700     66.64487   -146.42786      317.027
      254.800     66.64549   -146.42738      317.058
      254.900     66.64612   -146.42691      317.089
      255.000     66.64674   -146.42643      317.119
      255.100     66.64736   -146.42596      317.150
      255.200     66.64799   -146.42549      317.180
      255.300     66.64861   -146.42501      317.210
      255.400     66.64923   -146.42454      317.241
      255.500     66.64986   -146.42406      317.271
      255.600     66.65048   -146.42359      317.301
      255.700     66.65110   -146.42311      317.331
      255.800     66.65173   -146.42264      317.360
      255.900     66.65235   -146.42216      317.390
      256.000     66.65298   -146.42169      317.420
      256.100     66.65360   -146.42121      317.449
      256.200     66.65422   -146.42074      317.479
      256.300     66.65485   -146.42026      317.508
      256.400     66.65547   -146.41979      317.537
      256.500     66.65609   -146.41931      317.567
      256.600     66.65672   -146.41884      317.596
      256.700     66.65734   -146.41836      317.625
      256.800     66.65796   -146.41789      317.654
      256.900     66.65859   -146.41741      317.683
      257.000     66.65921   -146.41694      317.711
      257.100     66.65983   -146.41646      317.740
      257.200     66.66046   -146.41599      317.769
      257.300     66.66108   -146.41551      317.797
      257.400     66.66170   -146.41504      317.826
      257.500     66.66233   -146.41456      317.854
      257.600     66.66295   -146.41409      317.882
      257.700     66.66357   -146.41361      317.910
      257.800     66.66420   -146.41314      317.938
      257.900     66.66482   -146.41266      317.966
      258.000     66.66544   -146.41219      317.994
      258.100     66.66607   -146.41171      318.022
      258.200     66.66669   -146.41123      318.050
      258.300     66.66731   -146.41076      318.077
      258.400     66.66794   -146.41028      318.105
      258.500     66.66856   -146.40981      318.132
      258.600     66.66918   -146.40933      318.160
      258.700     66.66981   -146.40886      318.187
      258.800     66.67043   -146.40838      318.214
      258.900     66.67105   -146.40790      318.241
      259.000     66.67168   -146.40743      318.268
      259.100     66.67230   -146.40695      318.295
      259.200     66.67292   -146.40648      318.322
      259.300     66.67355   -146.40600      318.349
      259.400     66.67417   -146.40552      318.375
      259.500     66.67479   -146.40505      318.402
      259.600     66.67542   -146.40457      318.428
      259.700     66.67604   -146.40410      318.455
      259.800     66.67666   -146.40362      318.481
      259.900     66.67729   -146.40314      318.507
      260.000     66.67791   -146.40267      318.533
      260.100     66.67853   -146.40219      318.559
      260.200     66.67916   -146.40171      318.585
      260.300     66.67978   -146.40124      318.611
      260.400     66.68040   -146.40076      318.637
      260.500     66.68103   -146.40029      318.663
      260.600     66.68165   -146.39981      318.688
      260.700     66.68227   -146.39933      318.714
      260.800     66.68290   -146.39886      318.739
      260.900     66.68352   -146.39838      318.764
      261.000     66.68414   -146.39790      318.790
      261.100     66.68476   -146.39743      318.815
      261.200     66.68539   -146.39695      318.840
      261.300     66.68601   -146.39647      318.865
      261.400     66.68663   -146.39600      318.890
      261.500     66.68726   -146.39552      318.915
      261.600     66.68788   -146.39504      318.939
      261.700     66.68850   -146.39456      318.964
      261.800     66.68913   -146.39409      318.988
      261.900     66.68975   -146.39361      319.013
      262.000     66.69037   -146.39313      319.037
      262.100     66.69100   -146.39266      319.061
      262.200     66.69162   -146.39218      319.086
      262.300     66.69224   -146.39170      319.110
      262.400     66.69286   -146.39123      319.134
      262.500     66.69349   -146.39075      319.158
      262.600     66.69411   -146.39027      319.182
      262.700     66.69473   -146.38979      319.205
      262.800     66.69536   -146.38932      319.229
      262.900     66.69598   -146.38884      319.252
      263.000     66.69660   -146.38836      319.276
      263.100     66.69723   -146.38788      319.299
      263.200     66.69785   -146.38741      319.323
      263.300     66.69847   -146.38693      319.346
      263.400     66.69909   -146.38645      319.369
      263.500     66.69972   -146.38597      319.392
      263.600     66.70034   -146.38550      319.415
      263.700     66.70096   -146.38502      319.438
      263.800     66.70159   -146.38454      319.461
      263.900     66.70221   -146.38406      319.483
      264.000     66.70283   -146.38359      319.506
      264.100     66.70345   -146.38311      319.528
      264.200     66.70408   -146.38263      319.551
      264.300     66.70470   -146.38215      319.573
      264.400     66.70532   -146.38167      319.595
      264.500     66.70595   -146.38120      319.618
      264.600     66.70657   -146.38072      319.640
      264.700     66.70719   -146.38024      319.662
      264.800     66.70781   -146.37976      319.683
      264.900     66.70844   -146.37928      319.705
      265.000     66.70906   -146.37881      319.727
      265.100     66.70968   -146.37833      319.749
      265.200     66.71030   -146.37785      319.770
      265.300     66.71093   -146.37737      319.792
      265.400     66.71155   -146.37689      319.813
      265.500     66.71217   -146.37641      319.834
      265.600     66.71280   -146.37593      319.855
      265.700     66.71342   -146.37546      319.877
      265.800     66.71404   -146.37498      319.898
      265.900     66.71466   -146.37450      319.919
      266.000     66.71529   -146.37402      319.939
      266.100     66.71591   -146.37354      319.960
      266.200     66.71653   -146.37306      319.981
      266.300     66.71715   -146.37258      320.001
      266.400     66.71778   -146.37211      320.022
      266.500     66.71840   -146.37163      320.042
      266.600     66.71902   -146.37115      320.062
      266.700     66.71964   -146.37067      320.083
      266.800     66.72027   -146.37019      320.103
      266.900     66.72089   -146.36971      320.123
      267.000     66.72151   -146.36923      320.143
      267.100     66.72214   -146.36875      320.163
      267.200     66.72276   -146.36827      320.182
      267.300     66.72338   -146.36780      320.202
      267.400     66.72400   -146.36732      320.222
      267.500     66.72463   -146.36684      320.241
      267.600     66.72525   -146.36636      320.261
      267.700     66.72587   -146.36588      320.280
      267.800     66.72649   -146.36540      320.299
      267.900     66.72712   -146.36492      320.318
      268.000     66.72774   -146.36444      320.338
      268.100     66.72836   -146.36396      320.357
      268.200     66.72898   -146.36348      320.375
      268.300     66.72961   -146.36300      320.394
      268.400     66.73023   -146.36252      320.413
      268.500     66.73085   -146.36204      320.432
      268.600     66.73147   -146.36156      320.450
      268.700     66.73210   -146.36108      320.469
      268.800     66.73272   -146.36060      320.487
      268.900     66.73334   -146.36012      320.505
      269.000     66.73396   -146.35964      320.523
      269.100     66.73459   -146.35916      320.542
      269.200     66.73521   -146.35868      320.560
      269.300     66.73583   -146.35820      320.578
      269.400     66.73645   -146.35772      320.595
      269.500     66.73707   -146.35724      320.613
      269.600     66.73770   -146.35676      320.631
      269.700     66.73832   -146.35628      320.648
      269.800     66.73894   -146.35580      320.666
      269.900     66.73956   -146.35532      320.683
      270.000     66.74019   -146.35484      320.701
      270.100     66.74081   -146.35436      320.718
      270.200     66.74143   -146.35388      320.735
      270.300     66.74205   -146.35340      320.752
      270.400     66.74268   -146.35292      320.769
      270.500     66.74330   -146.35244      320.786
      270.600     66.74392   -146.35196      320.803
      270.700     66.74454   -146.35148      320.819
      270.800     66.74517   -146.35100      320.836
      270.900     66.74579   -146.35052      320.852
      271.000     66.74641   -146.35004      320.869
      271.100     66.74703   -146.34956      320.885
      271.200     66.74765   -146.34908      320.901
      271.300     66.74828   -146.34860      320.918
      271.400     66.74890   -146.34812      320.934
      271.500     66.74952   -146.34764      320.950
      271.600     66.75014   -146.34716      320.966
      271.700     66.75077   -146.34667      320.981
      271.800     66.75139   -146.34619      320.997
      271.900     66.75201   -146.34571      321.013
      272.000     66.75263   -146.34523      321.028
      272.100     66.75325   -146.34475      321.044
      272.200     66.75388   -146.34427      321.059
      272.300     66.75450   -146.34379      321.074
      272.400     66.75512   -146.34331      321.090
      272.500     66.75574   -146.34283      321.105
      272.600     66.75637   -146.34234      321.120
      272.700     66.75699   -146.34186      321.135
      272.800     66.75761   -146.34138      321.150
      272.900     66.75823   -146.34090      321.164
      273.000     66.75885   -146.34042      321.179
      273.100     66.75948   -146.33994      321.194
      273.200     66.76010   -146.33946      321.208
      273.300     66.76072   -146.33897      321.222
      273.400     66.76134   -146.33849      321.237
      273.500     66.76197   -146.33801      321.251
      273.600     66.76259   -146.33753      321.265
      273.700     66.76321   -146.33705      321.279
      273.800     66.76383   -146.33657      321.293
      273.900     66.76445   -146.33608      321.307
      274.000     66.76508   -146.33560      321.321
      274.100     66.76570   -146.33512      321.335
      274.200     66.76632   -146.33464      321.348
      274.300     66.76694   -146.33416      321.362
      274.400     66.76756   -146.33367      321.375
      274.500     66.76819   -146.33319      321.388
      274.600     66.76881   -146.33271      321.402
      274.700     66.76943   -146.33223      321.415
      274.800     66.77005   -146.33175      321.428
      274.900     66.77067   -146.33126      321.441
      275.000     66.77130   -146.33078      321.454
      275.100     66.77192   -146.33030      321.467
      275.200     66.77254   -146.32982      321.479
      275.300     66.77316   -146.32933      321.492
      275.400     66.77378   -146.32885      321.505
      275.500     66.77441   -146.32837      321.517
      275.600     66.77503   -146.32789      321.530
      275.700     66.77565   -146.32740      321.542
      275.800     66.77627   -146.32692      321.554
      275.900     66.77689   -146.32644      321.566
      276.000     66.77752   -146.32596      321.578
      276.100     66.77814   -146.32547      321.590
      276.200     66.77876   -146.32499      321.602
      276.300     66.77938   -146.32451      321.614
      276.400     66.78000   -146.32403      321.625
      276.500     66.78063   -146.32354      321.637
      276.600     66.78125   -146.32306      321.649
      276.700     66.78187   -146.32258      321.660
      276.800     66.78249   -146.32209      321.671
      276.900     66.78311   -146.32161      321.683
      277.000     66.78374   -146.32113      321.694
      277.100     66.78436   -146.32064      321.705
      277.200     66.78498   -146.32016      321.716
      277.300     66.78560   -146.31968      321.727
      277.400     66.78622   -146.31919      321.737
      277.500     66.78684   -146.31871      321.748
      277.600     66.78747   -146.31823      321.759
      277.700     66.78809   -146.31774      321.769
      277.800     66.78871   -146.31726      321.780
      277.900     66.78933   -146.31678      321.790
      278.000     66.78995   -146.31629      321.800
      278.100     66.79058   -146.31581      321.810
      278.200     66.79120   -146.31533      321.821
      278.300     66.79182   -146.31484      321.831
      278.400     66.79244   -146.31436      321.841
      278.500     66.79306   -146.31388      321.850
      278.600     66.79368   -146.31339      321.860
      278.700     66.79431   -146.31291      321.870
      278.800     66.79493   -146.31242      321.879
      278.900     66.79555   -146.31194      321.889
      279.000     66.79617   -146.31146      321.898
      279.100     66.79679   -146.31097      321.907
      279.200     66.79742   -146.31049      321.917
      279.300     66.79804   -146.31000      321.926
      279.400     66.79866   -146.30952      321.935
      279.500     66.79928   -146.30904      321.944
      279.600     66.79990   -146.30855      321.953
      279.700     66.80052   -146.30807      321.961
      279.800     66.80115   -146.30758      321.970
      279.900     66.80177   -146.30710      321.979
      280.000     66.80239   -146.30661      321.987
      280.100     66.80301   -146.30613      321.996
      280.200     66.80363   -146.30565      322.004
      280.300     66.80425   -146.30516      322.012
      280.400     66.80488   -146.30468      322.020
      280.500     66.80550   -146.30419      322.028
      280.600     66.80612   -146.30371      322.036
      280.700     66.80674   -146.30322      322.044
      280.800     66.80736   -146.30274      322.052
      280.900     66.80798   -146.30225      322.060
      281.000     66.80861   -146.30177      322.067
      281.100     66.80923   -146.30128      322.075
      281.200     66.80985   -146.30080      322.082
      281.300     66.81047   -146.30031      322.090
      281.400     66.81109   -146.29983      322.097
      281.500     66.81171   -146.29934      322.104
      281.600     66.81234   -146.29886      322.111
      281.700     66.81296   -146.29837      322.118
      281.800     66.81358   -146.29789      322.125
      281.900     66.81420   -146.29740      322.132
      282.000     66.81482   -146.29692      322.139
      282.100     66.81544   -146.29643      322.146
      282.200     66.81607   -146.29595      322.152
      282.300     66.81669   -146.29546      322.159
      282.400     66.81731   -146.29498      322.165
      282.500     66.81793   -146.29449      322.171
      282.600     66.81855   -146.29400      322.178
      282.700     66.81917   -146.29352      322.184
      282.800     66.81979   -146.29303      322.190
      282.900     66.82042   -146.29255      322.196
      283.000     66.82104   -146.29206      322.202
      283.100     66.82166   -146.29158      322.207
      283.200     66.82228   -146.29109      322.213
      283.300     66.82290   -146.29060      322.219
      283.400     66.82352   -146.29012      322.224
      283.500     66.82415   -146.28963      322.230
      283.600     66.82477   -146.28915      322.235
      283.700     66.82539   -146.28866      322.240
      283.800     66.82601   -146.28817      322.245
      283.900     66.82663   -146.28769      322.250
      284.000     66.82725   -146.28720      322.255
      284.100     66.82787   -146.28672      322.260
      284.200     66.82850   -146.28623      322.265
      284.300     66.82912   -146.28574      322.270
      284.400     66.82974   -146.28526      322.274
      284.500     66.83036   -146.28477      322.279
      284.600     66.83098   -146.28428      322.283
      284.700     66.83160   -146.28380      322.288
      284.800     66.83222   -146.28331      322.292
      284.900     66.83285   -146.28282      322.296
      285.000     66.83347   -146.28234      322.300
      285.100     66.83409   -146.28185      322.304
      285.200     66.83471   -146.28136      322.308
      285.300     66.83533   -146.28088      322.312
      285.400     66.83595   -146.28039      322.316
      285.500     66.83657   -146.27990      322.320
      285.600     66.83720   -146.27942      322.323
      285.700     66.83782   -146.27893      322.327
      285.800     66.83844   -146.27844      322.330
      285.900     66.83906   -146.27796      322.333
      286.000     66.83968   -146.27747      322.337
      286.100     66.84030   -146.27698      322.340
      286.200     66.84092   -146.27650      322.343
      286.300     66.84155   -146.27601      322.346
      286.400     66.84217   -146.27552      322.349
      286.500     66.84279   -146.27503      322.352
      286.600     66.84341   -146.27455      322.354
      286.700     66.84403   -146.27406      322.357
      286.800     66.84465   -146.27357      322.359
      286.900     66.84527   -146.27308      322.362
      287.000     66.84589   -146.27260      322.364
      287.100     66.84652   -146.27211      322.366
      287.200     66.84714   -146.27162      322.369
      287.300     66.84776   -146.27113      322.371
      287.400     66.84838   -146.27065      322.373
      287.500     66.84900   -146.27016      322.375
      287.600     66.84962   -146.26967      322.376
      287.700     66.85024   -146.26918      322.378
      287.800     66.85087   -146.26869      322.380
      287.900     66.85149   -146.26821      322.381
      288.000     66.85211   -146.26772      322.383
      288.100     66.85273   -146.26723      322.384
      288.200     66.85335   -146.26674      322.385
      288.300     66.85397   -146.26625      322.387
      288.400     66.85459   -146.26577      322.388
      288.500     66.85521   -146.26528      322.389
      288.600     66.85584   -146.26479      322.390
      288.700     66.85646   -146.26430      322.391
      288.800     66.85708   -146.26381      322.391
      288.900     66.85770   -146.26333      322.392
      289.000     66.85832   -146.26284      322.393
